"date","vendor","product","description","price","from","to"
"2014-01-26","Heisenberg-meds","Xanax (Alprazolam) Pentagons by pfizer, 2mg/tab,20 tabs - $65","Xanax (Alprazolam) Pentagons by pfizer  2mg/tab 20 tabs - $65 Alprazolam Xanax is a prescription medicine that slows down the central nervous system. Xanax is as well recognized among the benzodiazepines. It is an anti-panic and anti-anxiety medication. Xanax i ...",0.08074534,"Denmark","Europe"
"2014-01-26","Heisenberg-meds","Xanax Ksalol by Galenika, 1mg/tab, 50 tabs - $80","Xanax Ksalol by Galenika  1mg/tab  50 tabs - $80 Alprazolam Xanax is a prescription medicine that slows down the central nervous system. Xanax is as well recognized among the benzodiazepines. It is an anti-panic and anti-anxiety medication. Xanax i ...",0.09937888,"Denmark","Europe"
"2014-01-26","Heisenberg-meds","Diazepam (valium), apaurine, 10mg/tab, 20 tabs - $40","Diazepam (valium)  apaurine  10mg/tab  20 tabs - $40 Diazepam (commonly known as Valium) is used to treat anxiety  acute alcohol withdrawal  and seizures. It is also used to relieve muscle spasms and to provide sedation before medical procedures. This ...",0.04968944,"Denmark","Europe"
"2014-01-26","Heisenberg-meds","Flurazepam, Teva pharma, 30mg/tab, 10 tabs - $40","Flurazepam  Teva pharma  30mg/tab  10 tabs - $40 Flurazepam (marketed under the brand names Dalmane and Dalmadorm) is a drug which is a benzodiazepine that possesses anxiolytic  anticonvulsant  sedative and skeletal muscle relaxant properties. It p ...",0.04968944,"Denmark","Europe"
"2014-01-26","Heisenberg-meds","Clonazepam, Roche, 2mg/tab, 50 tabs - $80","Clonazepam  Roche  2mg/tab  50 tabs - $80 Clonazepam is used to treat seizure disorders and panic attacks. It belongs to a class of medications called benzodiazepines which act on the brain and nerves (central nervous system) to produce a ca ...",0.09937888,"Denmark","Europe"
"2014-01-26","Heisenberg-meds","Bromazepam, Hemopharm, 6mg/tab, 100 tabs - $135","Bromazepam  Hemopharm  6mg/tab  100 tabs - $135 Bromazepam (commonly sold as lexotan) is an intermediate-acting tranquiliser  prescribed for the treatment of moderate to severe anxiety and panic disorders and for the short-term treatment of insomn ...",0.16770186,"Denmark","Europe"
"2014-01-26","Heisenberg-meds","Xanax (Alprazolam) Pentagons by pfizer, 2mg/tab, 50 tabs - $125","Xanax (Alprazolam) Pentagons by pfizer  2mg/tab  50 tabs - $125 Alprazolam Xanax is a prescription medicine that slows down the central nervous system. Xanax is as well recognized among the benzodiazepines. It is an anti-panic and anti-anxiety medication. Xanax i ...",0.1552795,"Denmark","Europe"
"2014-01-26","Heisenberg-meds","Clonazepam, Roche, 2mg/tab, 100 tabs - $135","Clonazepam  Roche  2mg/tab  100 tabs - $135 Clonazepam is used to treat seizure disorders and panic attacks. It belongs to a class of medications called benzodiazepines which act on the brain and nerves (central nervous system) to produce a ca ...",0.16770186,"Denmark","Europe"
"2014-01-26","Heisenberg-meds","Diazepam (valium), apaurine, 10mg/tab, 100 tabs - $125","Diazepam (valium)  apaurine  10mg/tab  100 tabs - $125 Diazepam (commonly known as Valium) is used to treat anxiety  acute alcohol withdrawal  and seizures. It is also used to relieve muscle spasms and to provide sedation before medical procedures. This ...",0.1552795,"Denmark","Europe"
"2014-01-26","Heisenberg-meds","Bromazepam, Hemopharm, 6mg/tab, 50 tabs - $85","Bromazepam  Hemopharm  6mg/tab  50 tabs - $85 Bromazepam (commonly sold as lexotan) is an intermediate-acting tranquiliser  prescribed for the treatment of moderate to severe anxiety and panic disorders and for the short-term treatment of insomn ...",0.10559006,"Denmark","Europe"
"2014-01-26","Heisenberg-meds","Xanax (Alprazolam) Pentagons by pfizer, 2mg/tab, 100 tabs - $205","Xanax (Alprazolam) Pentagons by pfizer  2mg/tab  100 tabs - $205 Alprazolam Xanax is a prescription medicine that slows down the central nervous system. Xanax is as well recognized among the benzodiazepines. It is an anti-panic and anti-anxiety medication. Xanax i ...",0.25465838,"Denmark","Europe"
"2014-01-26","Heisenberg-meds","Lormetazepam, Sandoz, 2mg/tab, 20 tabs - $40","Lormetazepam  Sandoz  2mg/tab  20 tabs - $40 Lormetazepam (sometimes called methyllorazépam) is a molecule of benzodiazepine half-life relatively short. Its exact mechanism of action is unknown. Clinically  Like all benzodiazepines  it acts on ...",0.04968944,"Denmark","Europe"
"2014-01-26","Heisenberg-meds","Lorazepam (Ativan), 2.5mg/tab - EU prod. - 100 tabs - $140","Lorazepam (Ativan)  2.5mg/tab - EU prod. - 100 tabs - $140 Ativan (Lorazepam) is a benzoediazepine that has all six intrinsic benzodiazepine effects: anxiolysis  anterograde amnesia  sedation/hypnosis  anticonvulsion  antiemesis and muscle relaxation. It ha ...",0.17391304,"Denmark","Europe"
"2014-01-26","Heisenberg-meds","Lormetazepam, Sandoz, 2mg/tab, 100 tabs - $135","Lormetazepam  Sandoz  2mg/tab  100 tabs - $135 Lormetazepam (sometimes called methyllorazépam) is a molecule of benzodiazepine half-life relatively short. Its exact mechanism of action is unknown. Clinically  Like all benzodiazepines  it acts on ...",0.16770186,"Denmark","Europe"
"2014-01-26","Heisenberg-meds","Lorazepam (Ativan), 2.5mg/tab - EU prod. - 20 tabs - $40","Lorazepam (Ativan)  2.5mg/tab - EU prod. - 20 tabs - $40 Ativan (Lorazepam) is a benzoediazepine that has all six intrinsic benzodiazepine effects: anxiolysis  anterograde amnesia  sedation/hypnosis  anticonvulsion  antiemesis and muscle relaxation. It ...",0.04968944,"Denmark","Europe"
"2014-01-26","Heisenberg-meds","Lorazepam (Ativan), 2.5mg/tab - EU prod. - 50 tabs - $85","Lorazepam (Ativan)  2.5mg/tab - EU prod. - 50 tabs - $85 Ativan (Lorazepam) is a benzoediazepine that has all six intrinsic benzodiazepine effects: anxiolysis  anterograde amnesia  sedation/hypnosis  anticonvulsion  antiemesis and muscle relaxation. It ...",0.10559006,"Denmark","Europe"
"2014-01-26","Heisenberg-meds","Lormetazepam, Sandoz, 2mg/tab, 50 tabs - $75","Lormetazepam  Sandoz  2mg/tab  50 tabs - $75 Lormetazepam (sometimes called methyllorazépam) is a molecule of benzodiazepine half-life relatively short. Its exact mechanism of action is unknown. Clinically  Like all benzodiazepines  it acts on ...",0.0931677,"Denmark","Europe"
"2014-01-26","Heisenberg-meds","Xanax Ksalol by Galenika, 1mg/tab, 20 tabs - $40","Xanax Ksalol by Galenika  1mg/tab  20 tabs - $40 Alprazolam Xanax is a prescription medicine that slows down the central nervous system. Xanax is as well recognized among the benzodiazepines. It is an anti-panic and anti-anxiety medication. Xanax i ...",0.04968944,"Denmark","Europe"
"2014-01-26","Heisenbergmontana","(2)Gram Shatter Wax THC- *HeisenbergMontana* $100*","(2)Gram Shatter Wax THC- *HeisenbergMontana* $100* This Listing is for (2 Gram) of HQ Shatter Wax  Only $100! HeisenbergMontanas Fresh Shatter Concentrated Wax Freshly Cured. ~AS SEEN IN PICTURE~ Why buy the rest when you can buy the best? ...",0.12421743,"USA",NA
"2014-01-26","Heisenbergmontana","(3.6)Gram  8th TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $50*","(3.6)Gram 8th TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $50* This Listing is for (3.6 Gram) 8th of the best Indoor BUBBA KUSH USA has smoked HQ BUBBA KUSH  Only $50! HeisenbergMontanas Freshly Cured Hand Trimmed Indoor Sticky BUBBA KUSH. Very Strong Smel ...",0.06210871,"USA",NA
"2014-01-26","Heisenbergmontana","(29) 1oz + Free Gram TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $300*","(29) 1oz + Free Gram TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $300* This Listing is for (28+1free Gram) 1oz of the best Indoor BUBBA KUSH USA has smoked HQ BUBBA KUSH  Only $300! HeisenbergMontanas Freshly Cured Hand Trimmed Indoor Sticky BUBBA KUSH. Very Stron ...",0.37265229,"USA",NA
"2014-01-26","Heisenbergmontana","(14)Gram 1/2oz TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $160*","(14)Gram 1/2oz TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $160* This Listing is for (14 Gram) Half oz of the best Indoor BUBBA KUSH USA has smoked HQ BUBBA KUSH  Only $160! HeisenbergMontanas Freshly Cured Hand Trimmed Indoor Sticky BUBBA KUSH. Very Strong ...",0.19874788,"USA",NA
"2014-01-26","Heisenbergmontana","(3.6)Gram  8th TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $50*","(3.6)Gram 8th TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $50* This Listing is for (3.6 Gram) 8th of the best Indoor BUBBA KUSH USA has smoked HQ BUBBA KUSH  Only $50! HeisenbergMontanas Freshly Cured Hand Trimmed Indoor Sticky BUBBA KUSH. Very Strong Smel ...",0.06210871,"USA",NA
"2014-01-26","Heisenbergmontana","(1.2)Gram TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $20*","(1.2)Gram TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $20* This Listing is for (1.2 Gram) of the best Indoor BUBBA KUSH USA has smoked HQ BUBBA KUSH  Only $20! HeisenbergMontanas Freshly Cured Hand Trimmed Indoor Sticky BUBBA KUSH. Very Strong Smell  S ...",0.02484348,"USA",NA
"2014-01-26","Heisenbergmontana","(2)Gram Sugar Crumble Wax THC- *HeisenbergMontana* $100*","(2)Gram Sugar Crumble Wax THC- *HeisenbergMontana* $100* This Listing is for (2 Gram) of HQ Sugar Crumble Wax  Only $100! HeisenbergMontanas Fresh Sugar Crumble Concentrated Wax Freshly Cured. ~AS SEEN IN PICTURE~ Why buy the rest when you can bu ...",0.12421743,"USA",NA
"2014-01-26","Heisenbergmontana","(2)Gram Shatter Wax THC- *HeisenbergMontana* $100*","(2)Gram Shatter Wax THC- *HeisenbergMontana* $100* This Listing is for (2 Gram) of HQ Shatter Wax  Only $100! HeisenbergMontanas Fresh Shatter Concentrated Wax Freshly Cured. ~AS SEEN IN PICTURE~ Why buy the rest when you can buy the best? ...",0.12421743,"USA",NA
"2014-01-26","Heisenbergmontana","(1.2)Gram TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $20*","(1.2)Gram TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $20* This Listing is for (1.2 Gram) of the best Indoor BUBBA KUSH USA has smoked HQ BUBBA KUSH  Only $20! HeisenbergMontanas Freshly Cured Hand Trimmed Indoor Sticky BUBBA KUSH. Very Strong Smell  S ...",0.02484348,"USA",NA
"2014-01-26","Heisenbergmontana","(14)Gram 1/2oz TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $160*","(14)Gram 1/2oz TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $160* This Listing is for (14 Gram) Half oz of the best Indoor BUBBA KUSH USA has smoked HQ BUBBA KUSH  Only $160! HeisenbergMontanas Freshly Cured Hand Trimmed Indoor Sticky BUBBA KUSH. Very Strong ...",0.19874788,"USA",NA
"2014-01-26","Heisenbergmontana","(2)Gram Shatter Wax THC- *HeisenbergMontana* $100*","(2)Gram Shatter Wax THC- *HeisenbergMontana* $100* This Listing is for (2 Gram) of HQ Shatter Wax  Only $100! HeisenbergMontanas Fresh Shatter Concentrated Wax Freshly Cured. ~AS SEEN IN PICTURE~ Why buy the rest when you can buy the best? ...",0.12421743,"USA",NA
"2014-01-26","Heisenbergmontana","(14)Gram 1/2oz TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $160*","(14)Gram 1/2oz TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $160* This Listing is for (14 Gram) Half oz of the best Indoor BUBBA KUSH USA has smoked HQ BUBBA KUSH  Only $160! HeisenbergMontanas Freshly Cured Hand Trimmed Indoor Sticky BUBBA KUSH. Very Strong ...",0.19874788,"USA",NA
"2014-01-26","Heisenbergmontana","(1.2)Gram TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $20*","(1.2)Gram TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $20* This Listing is for (1.2 Gram)of the best Indoor BUBBA KUSH USA has smoked HQ BUBBA KUSH  Only $20! HeisenbergMontanas Freshly Cured Hand Trimmed Indoor Sticky BUBBA KUSH. Very Strong Smell  St ...",0.02484348,"USA",NA
"2014-01-26","Heisenbergmontana","(1)Gram Shatter Wax THC- *HeisenbergMontana* $50*","(1)Gram Shatter Wax THC- *HeisenbergMontana* $50* This Listing is for (1 Gram) of HQ Shatter Wax  Only $50! HeisenbergMontanas Fresh Shatter Concentrated Wax Freshly Cured. ~AS SEEN IN PICTURE~ Why buy the rest when you can buy the best? ...",0.06210871,"USA",NA
"2014-01-26","Heisenbergmontana","(50)Pill of 10/325mg Hydrocodone YELLOW NORCOS - *HeisenbergMontana* $460*","(50)Pill of 10/325mg Hydrocodone YELLOW NORCOS - *HeisenbergMontana* $460* This Listing is for (50 Pill) of 10/325mg Yellow V's 36-01 Qualitest Brand  Only $460. HeisenbergMontanas Pharmacy Fresh 10mg Yellow NORCOS. Why buy the rest when you can buy the best? We a ...",0.57140017,"USA",NA
"2014-01-26","Heisenbergmontana","(3.5)Gram Cocaine High Quality Fish Scale- *HeisenbergMontana* $260*","(3.5)Gram Cocaine High Quality Fish Scale- *HeisenbergMontana* $260* This Listing is for (3.5 Gram) of HQ Cocaine 85%+  Only $260! HeisenbergMontanas Fresh Cocaine straight from the Brick! Why buy the rest when you can buy the best? We are your one stop shop ...",0.32296531,"USA",NA
"2014-01-26","Heisenbergmontana","(1)Gram Shatter Wax THC- *HeisenbergMontana* $50*","(1)Gram Shatter Wax THC- *HeisenbergMontana* $50* This Listing is for (1 Gram) of HQ Shatter Wax  Only $50! HeisenbergMontanas Fresh Shatter Concentrated Wax Freshly Cured. ~AS SEEN IN PICTURE~ Why buy the rest when you can buy the best? ...",0.06210871,"USA",NA
"2014-01-26","Heisenbergmontana","(3.6)Gram  8th TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $50*","(3.6)Gram 8th TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $50* This Listing is for (3.6 Gram) 8th of the best Indoor BUBBA KUSH USA has smoked HQ BUBBA KUSH  Only $50! HeisenbergMontanas Freshly Cured Hand Trimmed Indoor Sticky BUBBA KUSH. Very Strong Smel ...",0.06210871,"USA",NA
"2014-01-26","Heisenbergmontana","(2)Gram Sugar Crumble Wax THC- *HeisenbergMontana* $100*","(2)Gram Sugar Crumble Wax THC- *HeisenbergMontana* $100* This Listing is for (2 Gram) of HQ Sugar Crumble Wax  Only $100! HeisenbergMontanas Fresh Sugar Crumble Concentrated Wax Freshly Cured. ~AS SEEN IN PICTURE~ Why buy the rest when you can bu ...",0.12421743,"USA",NA
"2014-01-26","Heisenbergmontana","(1)Pill of 10/325mg Hydrocodone YELLOW NORCOS - *HeisenbergMontana* $10*","(1)Pill of 10/325mg Hydrocodone YELLOW NORCOS - *HeisenbergMontana* $10* This Listing is for (1 Pill) of 10/325mg Yellow V's 36-01 Qualitest Brand  Only $10. HeisenbergMontanas Pharmacy Fresh 10mg Yellow NORCOS. Why buy the rest when you can buy the best? We are ...",0.01242174,"USA",NA
"2014-01-26","Heisenbergmontana","(1)Pill of 30mg Oxycodone ROXY BLUE *HeisenbergMontana* $40.00","(1)Pill of 30mg Oxycodone ROXY BLUE *HeisenbergMontana* $40.00 This Listing is for (1 Pill) of 30mg Oxy Oxycodone Roxy Only $40. HeisenbergMontanas Pharmacy Fresh 30mg Blue Roxy Oxycodone. We are your one stop shop for: Oxy Norcos  Percocets  Wax Cocaine ...",0.04968697,"USA",NA
"2014-01-26","Heisenbergmontana","(5)Pill of 10/325mg Hydrocodone YELLOW NORCOS - *HeisenbergMontana* $50*","(5)Pill of 10/325mg Hydrocodone YELLOW NORCOS - *HeisenbergMontana* $50* This Listing is for (5 Pill) of 10/325mg Yellow V's 36-01 Qualitest Brand  Only $50. HeisenbergMontanas Pharmacy Fresh 10mg Yellow NORCOS. Why buy the rest when you can buy the best? We are ...",0.06210871,"USA",NA
"2014-01-26","Heisenbergmontana","(1)Gram Sugar Crumble Wax THC- *HeisenbergMontana* $50*","(1)Gram Sugar Crumble Wax THC- *HeisenbergMontana* $50* This Listing is for (1 Gram) of HQ Sugar Crumble Wax  Only $50! HeisenbergMontanas Fresh Sugar Crumble Concentrated Wax Freshly Cured. ~AS SEEN IN PICTURE~ Why buy the rest when you can buy ...",0.06210871,"USA",NA
"2014-01-26","Heisenbergmontana","(29) 1oz + Free Gram TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $300*","(29) 1oz + Free Gram TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $300* This Listing is for (28+1free Gram) 1oz of the best Indoor BUBBA KUSH USA has smoked HQ BUBBA KUSH  Only $300! HeisenbergMontanas Freshly Cured Hand Trimmed Indoor Sticky BUBBA KUSH. Very Stron ...",0.37265229,"USA",NA
"2014-01-26","Heisenbergmontana","(25)Pill of 10/325mg Hydrocodone YELLOW NORCOS - *HeisenbergMontana* $240*","(25)Pill of 10/325mg Hydrocodone YELLOW NORCOS - *HeisenbergMontana* $240* This Listing is for (25 Pill) of 10/325mg Yellow V's 36-01 Qualitest Brand  Only $240. HeisenbergMontanas Pharmacy Fresh 10mg Yellow NORCOS. Why buy the rest when you can buy the best? We a ...",0.29812183,"USA",NA
"2014-01-26","Heisenbergmontana","(3.5)Gram Shatter Wax THC- *HeisenbergMontana* $175*","(3.5)Gram Shatter Wax THC- *HeisenbergMontana* $175* This Listing is for (3.5 Gram) of HQ Shatter Wax  Only $175! HeisenbergMontanas Fresh Shatter Concentrated Wax Freshly Cured. ~AS SEEN IN PICTURE~ Why buy the rest when you can buy the best ...",0.2173805,"USA",NA
"2014-01-26","Heisenbergmontana","(1)Gram Sugar Crumble Wax THC- *HeisenbergMontana* $50*","(1)Gram Sugar Crumble Wax THC- *HeisenbergMontana* $50* This Listing is for (1 Gram) of HQ Sugar Crumble Wax  Only $50! HeisenbergMontanas Fresh Sugar Crumble Concentrated Wax Freshly Cured. ~AS SEEN IN PICTURE~ Why buy the rest when you can buy ...",0.06210871,"USA",NA
"2014-01-26","Heisenbergmontana","(3.5)Gram Shatter Wax THC- *HeisenbergMontana* $175*","(3.5)Gram Shatter Wax THC- *HeisenbergMontana* $175* This Listing is for (3.5 Gram) of HQ Shatter Wax  Only $175! HeisenbergMontanas Fresh Shatter Concentrated Wax Freshly Cured. ~AS SEEN IN PICTURE~ Why buy the rest when you can buy the best ...",0.2173805,"USA",NA
"2014-01-26","Heisenbergmontana","(3.5)Gram Sugar Crumble Wax THC- *HeisenbergMontana* $175*","(3.5)Gram Sugar Crumble Wax THC- *HeisenbergMontana* $175* This Listing is for (3.5 Gram) of HQ Sugar Crumble Wax  Only $175! HeisenbergMontanas Fresh Sugar Crumble Concentrated Wax Freshly Cured. ~AS SEEN IN PICTURE~ Why buy the rest when you can ...",0.2173805,"USA",NA
"2014-01-26","Heisenbergmontana","(.5)Gram Cocaine High Quality Fish Scale- *HeisenbergMontana* $50*","(.5)Gram Cocaine High Quality Fish Scale- *HeisenbergMontana* $50* This Listing is for (.5 Gram) of HQ Cocaine 85%+  Only $50! HeisenbergMontanas Fresh Cocaine straight from the Brick! Why buy the rest when you can buy the best? We are your one stop shop fo ...",0.06210871,"USA",NA
"2014-01-26","Heisenbergmontana","(1)Gram Cocaine High Quality Fish Scale- *HeisenbergMontana* $80*","(1)Gram Cocaine High Quality Fish Scale- *HeisenbergMontana* $80* This Listing is for (1 Gram) of HQ Cocaine 85%+  Only $80! HeisenbergMontanas Fresh Cocaine straight from the Brick! Why buy the rest when you can buy the best? We are your one stop shop for ...",0.09937394,"USA",NA
"2014-01-26","Heisenbergmontana","(2)Gram Cocaine High Quality Fish Scale- *HeisenbergMontana* $155*","(2)Gram Cocaine High Quality Fish Scale- *HeisenbergMontana* $155* This Listing is for (2 Gram) of HQ Cocaine 85%+  Only $155! HeisenbergMontanas Fresh Cocaine straight from the Brick! Why buy the rest when you can buy the best? We are your one stop shop fo ...",0.19253701,"USA",NA
"2014-01-26","Heisenbergmontana","(7)Gram Cocaine High Quality Fish Scale- *HeisenbergMontana* $500*","(7)Gram Cocaine High Quality Fish Scale- *HeisenbergMontana* $500* This Listing is for (7 Gram) of HQ Cocaine 85%+  Only $500! HeisenbergMontanas Fresh Cocaine straight from the Brick! Why buy the rest when you can buy the best? We are your one stop shop fo ...",0.62108715,"USA",NA
"2014-01-26","Heisenbergmontana","(3.5)Gram Sugar Crumble Wax THC- *HeisenbergMontana* $175*","(3.5)Gram Sugar Crumble Wax THC- *HeisenbergMontana* $175* This Listing is for (3.5 Gram) of HQ Sugar Crumble Wax  Only $175! HeisenbergMontanas Fresh Sugar Crumble Concentrated Wax Freshly Cured. ~AS SEEN IN PICTURE~ Why buy the rest when you can ...",0.2173805,"USA",NA
"2014-01-26","Heisenbergmontana","(10)Pill of 10/325mg Hydrocodone YELLOW NORCOS - *HeisenbergMontana* $100*","(10)Pill of 10/325mg Hydrocodone YELLOW NORCOS - *HeisenbergMontana* $100* This Listing is for (10 Pill) of 10/325mg Yellow V's 36-01 Qualitest Brand  Only $100. HeisenbergMontanas Pharmacy Fresh 10mg Yellow NORCOS. Why buy the rest when you can buy the best? We a ...",0.12421743,"USA",NA
"2014-01-26","Heisenbergmontana","(100)Pill of 10/325mg Hydrocodone YELLOW NORCOS - *HeisenbergMontana* $900*","(100)Pill of 10/325mg Hydrocodone YELLOW NORCOS - *HeisenbergMontana* $900* This Listing is for (100 Pill) of 10/325mg Yellow V's 36-01 Qualitest Brand  Only $900. HeisenbergMontanas Pharmacy Fresh 10mg Yellow NORCOS. Why buy the rest when you can buy the best? We ...",1.11795687,"USA",NA
"2014-01-26","Heisenbergmontana","(29) 1oz + Free Gram TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $300*","(29) 1oz + Free Gram TOP SHELF BUBBA KUSH HIGH THC- *HeisenbergMontana* $300* This Listing is for (28+1free Gram) 1oz of the best Indoor BUBBA KUSH USA has smoked HQ BUBBA KUSH  Only $300! HeisenbergMontanas Freshly Cured Hand Trimmed Indoor Sticky BUBBA KUSH. Very Stron ...",0.37265229,"USA",NA
"2014-01-26","HighGirl","Alprazolam XANAX GUMMY CANDIES (Cherry SPKs) 2mg x 25 Gummies (delete listing)","Alprazolam XANAX GUMMY CANDIES (Cherry SPKs) 2mg x 25 Gummies (delete listing) This listing is for 50mg of Pure Xanax powder. I garauntee that this is 100% pure. Most vendors sell their stuff cut or it's just lower quality to begin with (especially American Vendors). So I think ...",0.09302671,"USA",NA
"2014-01-26","HollandDutch","25g Pure dutch MDMA crystal","25g Pure dutch MDMA crystal Before you order please read the terms :-) When you placed the order you have accepted the terms. FE All orders must Finalize early. When finalized i sent out your order. Countries i don't s ...",0.58323207,"Netherlands","Worldwide"
"2014-01-26","HollandDutch","250g Pure dutch MDMA crystal","250g Pure dutch MDMA crystal Before you order please read the terms :-) When you placed the order you have accepted the terms. FE All orders must Finalize early. When finalized i sent out your order. Countries i don't s ...",4.19198055,"Netherlands","Worldwide"
"2014-01-26","HollandDutch","75g Pure dutch MDMA crystal","75g Pure dutch MDMA crystal Before you order please read the terms :-) When you placed the order you have accepted the terms. FE All orders must Finalize early. When finalized i sent out your order. Countries i don't s ...",1.51883353,"Netherlands","Worldwide"
"2014-01-26","HollandDutch","100 XTC pills, dutch quality","100 XTC pills  dutch quality 100 Yellow Bitcoins 200+mg XTC pills http://pillreports.com/index.php?page=display_pill&id=32890 Before you order please read profile for exception. http://agorabasakxmewww.onion/vendor/Holland ...",0.60145808,"Netherlands",NA
"2014-01-26","HollandDutch","200g Pure dutch MDMA crystal","200g Pure dutch MDMA crystal Before you order please read the terms :-) When you placed the order you have accepted the terms. Countries i don't ship to: Australia Norway United states of America I have 2 options for s ...",3.5236938,"Netherlands","Worldwide"
"2014-01-26","HollandDutch","50g Pure dutch MDMA crystal","50g Pure dutch MDMA crystal Before you order please read the terms :-) When you placed the order you have accepted the terms. FE All orders must Finalize early. When finalized i sent out your order. Countries i don't s ...",1.09356014,"Netherlands","Worldwide"
"2014-01-26","HollandDutch","150g Pure dutch MDMA crystal","150g Pure dutch MDMA crystal Before you order please read the terms :-) When you placed the order you have accepted the terms. FE All orders must Finalize early. When finalized i sent out your order. Countries i don't s ...",2.77035236,"Netherlands","Worldwide"
"2014-01-26","HollandDutch","100g Pure dutch MDMA crystal","100g Pure dutch MDMA crystal Before you order please read the terms :-) When you placed the order you have accepted the terms. FE All orders must Finalize early. When finalized i sent out your order. Countries i don't s ...",1.93195625,"Netherlands","Worldwide"
"2014-01-26","HollandDutch","1000 XTC pills, dutch quality","1000 XTC pills  dutch quality 1000 Yellow Bitcoins 200+mg XTC pills http://pillreports.com/index.php?page=display_pill&id=32890 Before you order please read profile for exception. http://agorabasakxmewww.onion/vendor/Holland ...",4.32563791,"Netherlands","Worldwide"
"2014-01-26","HollandDutch","500 XTC pills, dutch quality","500 XTC pills  dutch quality 500 Yellow Bitcoins 200+mg XTC pills http://pillreports.com/index.php?page=display_pill&id=32890 Before you order please read profile for exception. http://agorabasakxmewww.onion/vendor/Holland ...",2.33292831,"Netherlands","Worldwide"
"2014-01-26","HollandDutch","750 XTC pills, dutch quality","750 XTC pills  dutch quality 750 Yellow Bitcoins 200+mg XTC pills http://pillreports.com/index.php?page=display_pill&id=32890 Before you order please read profile for exception. http://agorabasakxmewww.onion/vendor/HollandD ...",3.36573511,"Netherlands","Worldwide"
"2014-01-26","HollandDutch","200 XTC pills, dutch quality","200 XTC pills  dutch quality 200 Yellow Bitcoins 200+mg XTC pills http://pillreports.com/index.php?page=display_pill&id=32890 Before you order please read profile for exception. http://agorabasakxmewww.onion/vendor/Holland ...",1.11786148,"Netherlands","Worldwide"
"2014-01-26","HollandDutch","500g Molly/MDMA crystal","500g Molly/MDMA crystal MDMA crystal 84% purity. Highest achievable. Before you order please read profile for exceptions. http://agorabasakxmewww.onion/vendor/HollandDutch#",7.83232077,"Netherlands",NA
"2014-01-26","HollandDutch","2000 XTC pills, dutch quality","2000 XTC pills  dutch quality 2000 Yellow Bitcoins 200+mg XTC pills http://pillreports.com/index.php?page=display_pill&id=32890 Before you order please read profile for exception. http://agorabasakxmewww.onion/vendor/Holland ...",7.97691373,"Netherlands",NA
"2014-01-26","HollandDutch","1500 XTC pills, dutch quality","1500 XTC pills  dutch quality 1500 Yellow Bitcoins 200+mg XTC pills http://pillreports.com/index.php?page=display_pill&id=32890 Before you order please read profile for exception. http://agorabasakxmewww.onion/vendor/Holland ...",6.23329283,"Netherlands",NA
"2014-01-26","HouseofSpirit","Jesus Christ (Dutch Silver-Grey) 277ug - 25 Hits","Jesus Christ (Dutch Silver-Grey) 277ug - 25 Hits Summary- -Jesus on Jesus Print -Dutch HQ Silver-Grey Crystal -@277ug -Strong Visuals. -Stronger OEV than CEV -Pleasant Headfuck  mind games and fantasies -Minor Body Load in stomach on come up ...",0.43424317,NA,NA
"2014-01-26","HouseofSpirit","Swiss  Silver Liquid @ 200ug - 50 Drops","Swiss Silver Liquid @ 200ug - 50 Drops Summary- -Swiss Silver Liquid -Alcohol suspension -@200ug -Clear Headspace -Amazing CEVs and Light OEVs -Very Emotional  Spiritual and Loving -No Body Load House of Spirit with another ...",0.86848635,"USA",NA
"2014-01-26","HouseofSpirit","Jesus Christ (Dutch Silver-Grey) 277ug - 10 Hits","Jesus Christ (Dutch Silver-Grey) 277ug - 10 Hits Summary- -Jesus on Jesus Print -Dutch HQ Silver-Grey Crystal -@277ug -Strong Visuals. -Stronger OEV than CEV -Pleasant Headfuck  mind games and fantasies -Minor Body Load in stomach on come up ...",0.17369727,"USA",NA
